age,job,marital,education,balance,housing,loan,duration,campaign,pdays,poutcome,y
30,blue-collar,single,secondary,178,yes,no,747,5,-1,unknown,no
59,management,married,tertiary,,no,no,87,4,-1,unknown,no
32,management,single,tertiary,537,no,no,187,3,-1,unknown,no
28,blue-collar,single,secondary,416,yes,no,452,2,-1,unknown,no
60,blue-collar,married,primary,1472,no,no,36,4,-1,unknown,no
36,management,married,primary,3953,yes,no,277,1,-1,unknown,no
32,management,single,tertiary,112,yes,no,118,1,-1,unknown,no
,management,divorced,tertiary,1324,yes,yes,197,2,-1,unknown,no
58,blue-collar,married,secondary,,no,yes,101,5,-1,unknown,no
,management,married,unknown,224,yes,no,282,2,385,success,yes
31,management,married,tertiary,22546,yes,no,8,6,267,failure,no
33,admin.,married,secondary,,yes,no,1448,7,-1,unknown,yes
46,unemployed,divorced,primary,23,no,no,344,1,-1,unknown,
29,blue-collar,married,secondary,228,yes,no,12,8,342,failure,no
37,self-employed,married,secondary,215,yes,no,61,1,-1,unknown,no
58,blue-collar,married,primary,23,yes,no,91,6,-1,unknown,no
,management,married,secondary,293,yes,no,162,3,-1,unknown,no
,blue-collar,divorced,secondary,,no,yes,339,1,-1,unknown,no
49,entrepreneur,married,primary,199,no,no,113,2,-1,unknown,no
,admin.,,secondary,459,no,no,558,1,-1,unknown,yes
42,unemployed,married,secondary,8131,yes,no,69,1,-1,unknown,no
40,services,married,secondary,-378,,yes,541,1,295,failure,no
30,blue-collar,single,primary,395,no,no,429,1,-1,unknown,no
31,technician,divorced,secondary,1787,yes,no,135,2,-1,unknown,no
55,admin.,married,secondary,865,yes,no,96,1,111,failure,no
36,management,married,tertiary,34,yes,no,68,2,-1,unknown,no
31,blue-collar,single,secondary,1882,no,no,529,2,-1,unknown,no
26,management,married,tertiary,265,no,no,650,2,-1,unknown,no
31,admin.,married,secondary,389,yes,no,69,1,185,failure,no
49,admin.,married,secondary,,yes,yes,71,7,-1,unknown,no
54,management,married,tertiary,384,,no,30,7,-1,unknown,no
47,management,divorced,tertiary,94,yes,no,9,19,-1,unknown,no
61,management,married,secondary,1471,no,no,331,2,-1,unknown,no
49,blue-collar,married,primary,937,yes,no,66,1,-1,unknown,no
51,technician,married,secondary,5,yes,no,26,6,-1,unknown,no
,blue-collar,married,primary,25,yes,no,266,3,-1,unknown,no
,management,married,tertiary,365,no,no,168,2,-1,unknown,no
25,unemployed,single,secondary,34,,yes,316,1,-1,unknown,
79,retired,married,primary,429,no,no,1006,2,-1,unknown,yes
,technician,married,primary,6839,yes,no,77,1,-1,unknown,no
21,student,single,secondary,6,no,no,622,1,-1,unknown,no
33,blue-collar,married,secondary,467,yes,no,494,2,-1,unknown,no
40,self-employed,divorced,secondary,1876,no,yes,269,1,-1,unknown,no
,entrepreneur,married,secondary,1847,yes,no,543,3,321,failure,no
52,unknown,married,primary,247,no,no,268,6,-1,unknown,no
27,admin.,married,secondary,897,no,no,397,1,-1,unknown,
57,services,divorced,secondary,4664,no,no,22,4,114,failure,no
51,self-employed,divorced,secondary,1291,yes,no,51,2,-1,unknown,no
31,student,single,tertiary,64,no,no,208,1,105,success,no
49,unemployed,married,tertiary,-471,yes,no,77,3,185,failure,no
32,management,single,tertiary,116,,yes,450,2,-1,unknown,no
28,admin.,single,tertiary,14,no,no,201,1,-1,unknown,no
33,blue-collar,married,secondary,26,yes,no,342,3,332,other,no
50,blue-collar,married,unknown,452,no,no,181,2,-1,unknown,no
42,blue-collar,single,secondary,382,yes,no,294,1,-1,unknown,no
45,admin.,married,unknown,233,no,no,123,1,186,failure,no
,unemployed,married,secondary,,yes,no,172,1,-1,unknown,no
56,admin.,divorced,unknown,789,yes,no,,1,360,failure,no
33,blue-collar,single,secondary,142,yes,no,123,1,360,other,no
,admin.,married,secondary,645,yes,no,420,1,-1,unknown,no
37,blue-collar,married,unknown,897,yes,no,119,2,280,failure,no
37,blue-collar,married,secondary,13,yes,no,153,1,-1,unknown,no
,admin.,single,secondary,847,yes,no,85,2,-1,unknown,no
38,unknown,single,tertiary,,no,no,260,3,95,success,yes
32,blue-collar,married,secondary,517,yes,no,528,1,-1,unknown,no
52,technician,single,tertiary,138,yes,no,361,1,-1,unknown,no
49,services,married,secondary,66,yes,yes,59,4,-1,unknown,no
46,management,divorced,secondary,361,yes,no,,7,-1,unknown,no
42,entrepreneur,married,primary,66,yes,yes,139,1,-1,unknown,no
36,blue-collar,married,unknown,7,yes,no,219,4,-1,unknown,no
32,services,married,secondary,18,yes,no,45,2,-1,unknown,no
49,technician,married,tertiary,279,yes,no,168,4,-1,unknown,no
46,services,married,secondary,4,no,no,268,1,261,other,yes
40,entrepreneur,married,secondary,1416,yes,no,210,2,-1,unknown,no
36,admin.,married,secondary,465,yes,no,160,1,-1,unknown,no
36,admin.,married,secondary,998,yes,no,,2,-1,unknown,no
,technician,married,secondary,55,no,yes,601,1,-1,unknown,no
46,management,married,tertiary,1285,yes,no,89,1,-1,unknown,no
32,services,married,tertiary,498,no,yes,491,2,-1,unknown,no
32,unemployed,single,tertiary,336,yes,no,139,1,-1,unknown,no
32,management,single,tertiary,131,no,no,267,3,-1,unknown,no
43,management,married,tertiary,348,no,yes,88,3,-1,unknown,no
25,self-employed,single,tertiary,453,yes,no,134,1,-1,unknown,no
55,admin.,married,secondary,112,yes,no,126,2,-1,unknown,no
,admin.,single,secondary,926,yes,yes,191,1,-1,unknown,
40,management,divorced,tertiary,52,yes,no,267,4,270,other,no
38,management,single,tertiary,8669,yes,no,5,3,150,failure,no
48,blue-collar,single,primary,316,no,no,560,2,-1,unknown,no
36,management,married,tertiary,9324,yes,no,138,8,-1,unknown,no
57,management,married,tertiary,,no,no,188,4,-1,unknown,no
45,admin.,married,secondary,72,yes,yes,262,2,352,failure,no
33,self-employed,single,tertiary,61,no,no,836,3,-1,unknown,yes
38,technician,single,secondary,173,no,no,150,4,-1,unknown,no
26,services,single,secondary,-162,yes,no,44,2,-1,unknown,no
30,management,single,tertiary,47,no,yes,11,17,-1,unknown,no
55,services,divorced,tertiary,1983,yes,no,123,1,-1,unknown,no
,blue-collar,married,secondary,326,yes,yes,150,2,-1,unknown,no
60,admin.,,secondary,2552,no,yes,255,2,2,other,no
36,management,single,tertiary,1283,no,no,92,5,-1,unknown,no
65,housemaid,married,primary,2179,yes,no,112,7,-1,unknown,no
39,self-employed,married,tertiary,147,no,no,554,1,-1,unknown,yes
52,blue-collar,married,primary,36,no,no,109,2,-1,unknown,no
55,technician,married,secondary,-38,no,no,781,1,-1,unknown,yes
26,management,single,tertiary,1177,no,no,116,1,-1,unknown,no
40,self-employed,married,primary,277,,no,363,1,173,other,no
52,entrepreneur,married,secondary,,no,no,82,2,-1,unknown,no
29,self-employed,married,tertiary,1,no,no,167,3,-1,unknown,no
41,blue-collar,married,primary,7735,yes,no,220,1,190,failure,no
30,technician,single,tertiary,1922,yes,no,546,1,-1,unknown,no
28,student,single,secondary,153,no,no,1124,2,-1,unknown,yes
26,blue-collar,married,secondary,277,yes,no,141,1,-1,unknown,no
58,management,married,secondary,139,no,no,188,1,161,other,no
29,management,single,tertiary,21,yes,no,107,4,371,failure,no
48,technician,married,secondary,178,yes,no,320,4,-1,unknown,no
,blue-collar,married,secondary,444,yes,no,244,3,-1,unknown,no
26,services,single,secondary,29,yes,no,319,2,-1,unknown,no
49,blue-collar,married,unknown,396,,no,147,2,-1,unknown,no
,admin.,married,secondary,532,no,no,114,6,467,other,no
32,services,married,secondary,4885,yes,yes,400,2,-1,unknown,no
31,admin.,married,secondary,,yes,yes,79,3,-1,unknown,no
48,unemployed,married,primary,5462,no,no,29,4,-1,unknown,no
40,blue-collar,married,secondary,6767,yes,no,97,2,-1,unknown,no
42,technician,divorced,secondary,2974,yes,no,187,5,-1,unknown,no
48,technician,married,secondary,427,no,no,201,1,-1,unknown,no
38,services,married,secondary,8876,no,no,280,1,75,failure,
,management,,tertiary,146,no,no,150,1,-1,unknown,no
59,retired,divorced,secondary,319,no,no,129,1,-1,unknown,no
28,unemployed,single,secondary,34,no,no,516,1,-1,unknown,no
41,blue-collar,married,primary,389,yes,no,127,2,-1,unknown,no
50,management,single,primary,766,no,no,174,2,-1,unknown,no
31,admin.,married,secondary,,yes,no,82,5,-1,unknown,no
30,technician,single,secondary,317,yes,no,1516,2,-1,unknown,no
59,admin.,divorced,secondary,174,yes,no,204,1,-1,unknown,no
33,technician,divorced,secondary,-35,no,yes,109,1,-1,unknown,
,self-employed,married,secondary,67,no,no,378,1,-1,unknown,no
30,management,single,tertiary,6164,yes,no,152,11,-1,unknown,
71,retired,married,secondary,285,no,no,185,1,-1,unknown,yes
30,services,single,primary,79,yes,no,317,1,-1,unknown,no
,services,,secondary,11,yes,no,27,1,-1,unknown,no
,technician,single,secondary,539,no,no,205,6,-1,unknown,no
,blue-collar,married,secondary,36,yes,no,,1,182,failure,no
52,admin.,married,secondary,199,no,no,978,2,189,other,no
33,self-employed,single,secondary,238,yes,yes,45,5,-1,unknown,no
38,blue-collar,married,secondary,592,yes,no,145,6,-1,unknown,no
41,admin.,divorced,secondary,188,,no,138,1,-1,unknown,no
42,management,divorced,tertiary,221,yes,no,720,2,-1,unknown,no
38,blue-collar,,secondary,889,no,yes,362,1,-1,unknown,no
48,blue-collar,married,primary,75,yes,no,90,6,-1,unknown,no
,technician,single,secondary,,yes,yes,214,1,-1,unknown,no
46,blue-collar,married,primary,1291,yes,no,142,3,259,failure,no
33,technician,married,secondary,1844,yes,no,241,3,-1,unknown,no
40,management,married,tertiary,89,yes,yes,148,6,-1,unknown,no
36,admin.,married,secondary,428,no,no,227,6,-1,unknown,no
32,technician,single,secondary,,no,no,126,2,-1,unknown,no
33,blue-collar,married,secondary,625,yes,no,410,1,-1,unknown,no
55,technician,married,unknown,574,yes,no,243,2,-1,unknown,no
58,management,married,primary,32,yes,no,,2,-1,unknown,no
25,technician,single,tertiary,468,yes,no,147,1,-1,unknown,no
47,services,married,secondary,44,yes,no,91,1,-1,unknown,no
40,unemployed,married,secondary,,yes,no,332,1,183,failure,no
59,retired,married,secondary,576,yes,no,471,2,-1,unknown,
40,management,married,tertiary,778,,no,364,1,355,other,no
30,management,married,secondary,-559,yes,yes,98,1,167,failure,no
25,entrepreneur,single,tertiary,16874,yes,yes,117,2,-1,unknown,no
58,retired,married,primary,1987,no,no,185,4,-1,unknown,no
39,entrepreneur,married,unknown,98,yes,no,59,3,367,other,no
40,self-employed,married,tertiary,642,no,no,147,3,-1,unknown,no
38,blue-collar,married,secondary,526,yes,yes,553,2,-1,unknown,no
66,management,single,tertiary,6483,no,no,275,1,-1,unknown,no
47,management,married,tertiary,236,no,no,239,4,-1,unknown,yes
37,blue-collar,married,secondary,954,yes,no,402,9,-1,unknown,no
36,management,single,tertiary,-679,yes,yes,172,1,93,failure,no
50,blue-collar,married,primary,-1,no,no,195,2,-1,unknown,no
,retired,married,primary,259,no,no,,12,-1,unknown,no
58,management,single,tertiary,331,no,yes,82,3,-1,unknown,no
42,admin.,married,secondary,429,yes,no,57,6,-1,unknown,no
58,services,divorced,secondary,462,no,no,495,1,93,success,yes
28,self-employed,single,tertiary,,yes,no,479,1,-1,unknown,no
41,technician,married,secondary,,no,no,141,2,-1,unknown,no
30,management,married,tertiary,151,no,no,82,4,-1,unknown,no
32,management,divorced,tertiary,883,yes,no,798,1,185,other,yes
27,services,single,secondary,266,no,yes,232,1,-1,unknown,no
48,management,married,tertiary,,no,no,60,5,-1,unknown,no
36,technician,married,tertiary,491,yes,no,103,3,-1,unknown,no
54,management,married,tertiary,3,no,yes,443,1,-1,unknown,
36,blue-collar,married,secondary,198,yes,no,400,2,-1,unknown,no
52,housemaid,married,secondary,14363,no,no,132,1,-1,unknown,no
,technician,divorced,secondary,,yes,yes,374,16,-1,unknown,no
43,technician,married,secondary,136,no,no,363,7,-1,unknown,yes
32,management,single,tertiary,28,no,no,111,2,-1,unknown,no
33,management,single,tertiary,335,,no,130,4,-1,unknown,no
51,housemaid,married,unknown,174,no,no,308,3,-1,unknown,no
39,unemployed,married,secondary,27,,no,116,1,-1,unknown,no
44,management,single,tertiary,126,no,no,160,2,-1,unknown,no
49,housemaid,divorced,primary,198,yes,no,205,3,-1,unknown,no
25,technician,married,tertiary,914,yes,no,185,2,-1,unknown,no
39,self-employed,married,secondary,31,,no,61,2,181,failure,no
54,technician,married,secondary,,,no,159,2,106,success,no
32,management,single,tertiary,347,yes,no,213,1,264,failure,no
36,management,married,tertiary,86,yes,no,294,15,-1,unknown,no
54,technician,married,secondary,89,yes,no,140,3,-1,unknown,no
31,technician,married,secondary,,yes,yes,71,1,223,other,no
45,services,married,secondary,,no,yes,47,7,-1,unknown,no
31,admin.,single,secondary,68,yes,no,570,2,-1,unknown,no
45,technician,married,secondary,-149,yes,no,287,2,-1,unknown,no
33,services,divorced,secondary,2411,yes,no,130,1,161,failure,yes
46,management,divorced,tertiary,225,yes,no,201,1,345,other,no
43,unknown,single,tertiary,2731,,no,11,7,-1,unknown,no
50,management,married,tertiary,112,yes,no,70,5,85,other,no
44,management,divorced,tertiary,,no,no,54,2,-1,unknown,no
42,services,married,secondary,362,yes,no,22,16,-1,unknown,no
26,blue-collar,single,secondary,179,no,no,103,3,-1,unknown,no
47,admin.,single,secondary,1544,yes,no,104,1,312,failure,
48,blue-collar,married,primary,199,no,no,29,2,-1,unknown,no
60,blue-collar,married,unknown,231,yes,no,57,2,-1,unknown,no
27,admin.,divorced,secondary,76,yes,no,236,1,-1,unknown,no
30,unemployed,single,tertiary,32,no,no,528,3,-1,unknown,yes
28,admin.,single,secondary,189,yes,no,68,2,-1,unknown,no
58,retired,married,primary,565,no,no,876,1,-1,unknown,yes
37,entrepreneur,married,tertiary,31,no,no,76,1,-1,unknown,no
36,services,married,secondary,1746,yes,no,99,1,-1,unknown,
39,technician,,secondary,6,,no,122,3,357,failure,no
52,unemployed,married,primary,-11,no,yes,141,1,-1,unknown,no
55,retired,married,secondary,2749,yes,yes,58,2,-1,unknown,no
30,management,single,tertiary,6495,no,no,78,3,-1,unknown,no
36,blue-collar,single,secondary,35,yes,no,435,3,-1,unknown,no
39,admin.,married,secondary,-65,no,no,123,2,364,failure,no
47,blue-collar,married,primary,292,no,yes,210,3,-1,unknown,
42,housemaid,single,primary,5774,yes,no,54,2,-1,unknown,no
42,management,married,secondary,2416,yes,no,138,4,-1,unknown,no
58,retired,married,secondary,35,no,no,336,7,-1,unknown,no
68,retired,married,secondary,19317,yes,no,249,1,-1,unknown,
43,technician,married,secondary,5,no,no,63,1,-1,unknown,
44,blue-collar,married,secondary,-674,yes,no,257,1,-1,unknown,no
49,technician,married,tertiary,3726,no,no,875,2,-1,unknown,
57,retired,married,tertiary,118,yes,yes,191,2,-1,unknown,no
61,self-employed,divorced,tertiary,661,no,no,481,2,-1,unknown,yes
36,admin.,single,secondary,319,yes,no,120,2,-1,unknown,no
31,blue-collar,married,secondary,1545,yes,yes,207,1,-1,unknown,no
51,technician,married,tertiary,1315,no,no,303,2,-1,unknown,no
31,technician,single,tertiary,424,no,no,93,2,-1,unknown,no
56,blue-collar,,primary,151,no,no,128,1,-1,unknown,no
30,technician,single,tertiary,-97,no,yes,194,2,-1,unknown,no
38,services,married,secondary,-762,yes,yes,408,2,-1,unknown,no
,services,married,secondary,181,yes,no,5,3,-1,unknown,no
31,blue-collar,married,unknown,-12,yes,no,231,2,-1,unknown,no
39,admin.,divorced,secondary,122,yes,no,20,3,-1,unknown,no
50,management,married,tertiary,78,,no,218,3,161,other,no
39,technician,married,tertiary,29,no,no,36,2,-1,unknown,no
26,admin.,married,secondary,2469,no,no,136,8,-1,unknown,no
55,technician,married,secondary,,no,no,336,1,-1,unknown,no
43,blue-collar,divorced,primary,328,no,yes,192,1,-1,unknown,no
,housemaid,married,tertiary,,no,no,141,1,188,failure,no
51,self-employed,married,primary,37,yes,yes,65,2,-1,unknown,no
31,management,married,tertiary,1384,yes,no,203,2,2,other,no
32,management,married,tertiary,,no,no,104,9,-1,unknown,
,technician,married,secondary,719,yes,no,230,1,-1,unknown,no
44,management,divorced,tertiary,,no,no,71,1,-1,unknown,no
38,entrepreneur,married,tertiary,674,yes,no,205,2,-1,unknown,no
47,self-employed,married,tertiary,4543,yes,no,162,1,-1,unknown,no
36,management,married,tertiary,,yes,no,145,2,-1,unknown,no
30,management,single,tertiary,149,yes,no,220,2,-1,unknown,no
46,blue-collar,married,secondary,-14,yes,no,309,3,355,failure,no
33,entrepreneur,married,secondary,-118,yes,yes,421,3,-1,unknown,no
43,blue-collar,married,secondary,216,no,no,261,1,98,success,yes
38,management,married,tertiary,3452,no,no,132,2,-1,unknown,no
27,technician,single,secondary,842,no,no,273,1,91,other,no
38,management,married,unknown,3576,no,no,349,2,183,success,yes
41,unemployed,married,tertiary,1666,no,no,291,3,-1,unknown,no
29,technician,married,secondary,,yes,no,83,6,-1,unknown,no
39,services,married,secondary,,yes,no,793,2,-1,unknown,no
42,blue-collar,single,primary,1628,yes,no,119,1,195,success,no
47,services,married,secondary,51,yes,yes,312,1,-1,unknown,no
30,blue-collar,single,secondary,447,no,no,103,6,-1,unknown,
,admin.,,secondary,396,yes,no,101,3,-1,unknown,no
45,housemaid,married,primary,4994,no,no,48,1,-1,unknown,no
43,admin.,married,secondary,3215,yes,no,228,3,-1,unknown,
59,blue-collar,married,primary,2814,no,no,81,3,-1,unknown,no
50,technician,married,secondary,,no,no,152,2,-1,unknown,no
39,blue-collar,married,secondary,293,yes,no,160,3,-1,unknown,no
36,technician,married,secondary,474,yes,no,59,1,-1,unknown,no
44,blue-collar,married,secondary,16178,,no,297,1,-1,unknown,no
36,technician,married,tertiary,,no,no,147,2,-1,unknown,
27,management,single,tertiary,88,no,no,143,1,-1,unknown,no
29,services,,secondary,38,yes,no,75,1,-1,unknown,no
70,retired,married,secondary,1164,no,no,338,3,185,failure,no
44,management,married,tertiary,13893,no,no,29,2,-1,unknown,no
55,management,married,tertiary,,yes,no,159,2,-1,unknown,
36,technician,divorced,secondary,-435,yes,no,85,8,-1,unknown,no
28,technician,single,secondary,389,,no,15,7,-1,unknown,no
50,management,divorced,tertiary,356,no,no,198,2,358,other,no
49,technician,married,secondary,2718,no,no,114,2,-1,unknown,no
71,retired,divorced,tertiary,261,no,no,1117,2,-1,unknown,no
31,admin.,single,secondary,757,no,no,343,2,-1,unknown,no
45,management,single,tertiary,16,no,no,59,2,-1,unknown,no
42,blue-collar,married,secondary,-422,no,no,31,1,-1,unknown,no
45,admin.,,secondary,248,no,no,212,2,-1,unknown,no
47,technician,married,primary,145,yes,no,157,6,-1,unknown,no
60,retired,divorced,secondary,598,no,yes,96,1,-1,unknown,no
,management,married,tertiary,949,yes,no,245,2,-1,unknown,no
31,technician,single,tertiary,614,no,no,72,4,-1,unknown,no
33,blue-collar,married,primary,129,yes,no,700,1,-1,unknown,no
50,self-employed,married,tertiary,22,yes,no,107,1,148,failure,no
51,blue-collar,married,secondary,184,yes,no,312,3,-1,unknown,no
,technician,married,secondary,114,yes,yes,153,1,309,other,
56,services,married,secondary,-229,no,yes,55,10,-1,unknown,no
29,services,,secondary,182,yes,no,38,3,-1,unknown,no
31,blue-collar,married,secondary,41,no,no,96,3,-1,unknown,no
44,technician,divorced,unknown,759,yes,no,397,1,-1,unknown,
55,retired,married,secondary,4194,no,yes,208,3,-1,unknown,no
,student,single,unknown,,no,no,122,3,-1,unknown,no
36,technician,married,tertiary,629,yes,yes,109,1,246,failure,no
54,retired,married,secondary,153,yes,yes,74,1,-1,unknown,no
32,management,married,tertiary,553,yes,no,72,1,-1,unknown,no
36,management,divorced,tertiary,157,no,no,383,2,-1,unknown,no
60,retired,married,secondary,78,yes,no,113,3,-1,unknown,no
32,technician,single,secondary,-28,no,yes,400,1,-1,unknown,no
57,management,married,tertiary,929,no,no,387,8,-1,unknown,no
,blue-collar,married,primary,428,yes,no,59,2,-1,unknown,no
27,student,single,secondary,268,yes,no,528,1,358,failure,no
52,management,single,tertiary,83,no,no,1223,6,-1,unknown,yes
45,admin.,divorced,unknown,998,yes,no,38,2,-1,unknown,no
58,admin.,single,secondary,2223,no,no,1139,2,114,success,no
39,blue-collar,single,primary,6,yes,no,286,2,-1,unknown,no
48,blue-collar,single,secondary,312,yes,yes,369,2,-1,unknown,no
36,management,single,secondary,,no,no,333,5,-1,unknown,no
31,technician,single,secondary,691,yes,no,198,1,-1,unknown,no
41,management,,tertiary,771,,no,106,8,-1,unknown,no
30,self-employed,single,secondary,192,no,no,423,1,-1,unknown,no
57,retired,married,tertiary,,no,no,116,4,-1,unknown,no
29,admin.,single,secondary,17,yes,no,30,1,357,other,
29,services,divorced,secondary,84,yes,no,1101,2,-1,unknown,yes
30,management,single,tertiary,2,no,no,102,1,85,failure,no
44,management,married,tertiary,1242,yes,no,384,6,-1,unknown,no
33,student,single,unknown,5969,no,no,156,2,127,failure,
56,admin.,divorced,secondary,3337,yes,no,99,3,-1,unknown,no
26,services,single,secondary,1347,no,no,,6,92,other,yes
52,technician,married,secondary,64,no,no,20,2,-1,unknown,no
32,management,single,secondary,249,yes,no,258,1,-1,unknown,no
36,technician,single,secondary,,no,no,85,6,-1,unknown,no
26,blue-collar,married,secondary,128,no,no,355,1,-1,unknown,no
37,blue-collar,married,secondary,196,yes,no,,3,-1,unknown,no
,technician,married,secondary,351,yes,no,467,1,-1,unknown,
26,services,single,secondary,5533,yes,no,582,2,283,failure,no
32,services,married,secondary,38,,no,744,1,-1,unknown,yes
30,management,single,tertiary,35,no,no,185,4,-1,unknown,no
27,technician,,secondary,235,yes,no,13,5,-1,unknown,no
42,admin.,single,secondary,3,yes,no,98,1,266,failure,no
33,blue-collar,single,primary,92,yes,no,127,1,-1,unknown,no
37,blue-collar,married,secondary,67,no,no,45,2,-1,unknown,no
45,blue-collar,married,secondary,422,,no,244,3,-1,unknown,no
36,entrepreneur,married,tertiary,357,no,no,2769,4,-1,unknown,
39,management,,tertiary,,yes,no,561,4,369,failure,no
33,management,single,tertiary,349,no,no,182,1,-1,unknown,no
47,services,married,secondary,2322,no,no,618,1,-1,unknown,no
49,entrepreneur,married,secondary,167,yes,yes,198,3,-1,unknown,no
46,management,divorced,secondary,558,no,no,126,6,-1,unknown,no
31,services,married,secondary,-23,yes,yes,715,1,-1,unknown,no
43,unemployed,divorced,secondary,494,yes,no,63,1,-1,unknown,no
30,blue-collar,single,secondary,239,yes,no,412,1,-1,unknown,yes
43,management,divorced,tertiary,497,no,no,66,1,363,failure,
42,blue-collar,married,secondary,179,yes,no,96,1,-1,unknown,no
30,admin.,single,tertiary,35,no,no,633,1,85,success,yes
33,management,single,tertiary,-67,,no,364,1,-1,unknown,no
41,admin.,married,secondary,4539,no,no,298,3,-1,unknown,no
29,blue-collar,single,secondary,77,yes,no,341,1,-1,unknown,no
38,unemployed,married,secondary,-673,yes,no,364,1,-1,unknown,no
29,technician,married,tertiary,858,yes,no,234,7,330,failure,no
80,housemaid,married,primary,,no,no,639,1,189,failure,yes
38,management,single,tertiary,5244,no,no,310,4,-1,unknown,no
36,blue-collar,divorced,primary,117,yes,no,123,4,-1,unknown,no
38,self-employed,married,tertiary,846,no,no,253,1,-1,unknown,no
44,management,married,secondary,,yes,no,96,2,-1,unknown,no
31,management,married,tertiary,1331,no,no,297,1,86,success,yes
31,services,single,secondary,31,yes,yes,501,2,-1,unknown,
57,admin.,divorced,primary,179,yes,no,67,1,368,failure,no
37,blue-collar,married,primary,543,yes,no,281,1,-1,unknown,no
50,blue-collar,married,secondary,253,yes,yes,475,2,-1,unknown,no
60,retired,married,primary,71188,,no,205,1,-1,unknown,no
51,management,married,tertiary,518,yes,no,272,1,102,other,no
48,blue-collar,,secondary,1738,yes,no,349,1,-1,unknown,no
42,blue-collar,married,primary,-97,yes,no,216,4,271,failure,no
36,blue-collar,married,secondary,199,yes,no,183,1,-1,unknown,no
43,management,married,tertiary,489,yes,no,130,1,172,other,no
31,admin.,married,primary,355,yes,yes,61,6,-1,unknown,no
49,technician,single,secondary,-97,yes,no,92,2,-1,unknown,no
,management,divorced,tertiary,473,no,yes,37,2,-1,unknown,no
44,entrepreneur,married,secondary,6649,yes,no,354,2,-1,unknown,
,self-employed,married,tertiary,263,no,no,203,1,78,other,no
46,blue-collar,married,secondary,781,no,no,152,1,-1,unknown,no
49,blue-collar,married,primary,132,yes,no,41,5,-1,unknown,no
32,blue-collar,married,secondary,119,,no,20,5,-1,unknown,no
,management,,tertiary,434,,no,277,1,271,success,no
51,admin.,married,secondary,2967,no,no,83,2,-1,unknown,no
57,retired,divorced,secondary,-331,yes,no,531,1,-1,unknown,no
59,management,married,tertiary,1585,no,no,91,5,-1,unknown,no
40,services,divorced,unknown,4384,yes,no,315,1,-1,unknown,no
49,management,single,tertiary,588,no,no,70,9,-1,unknown,no
51,management,married,secondary,318,yes,no,384,1,-1,unknown,no
,admin.,married,secondary,,no,yes,105,3,-1,unknown,no
29,self-employed,married,secondary,-76,yes,no,305,2,-1,unknown,
32,services,single,secondary,152,yes,no,158,2,-1,unknown,yes
37,housemaid,divorced,secondary,14,yes,no,199,1,173,failure,no
49,unemployed,married,primary,-384,yes,no,25,1,-1,unknown,
45,technician,married,unknown,473,yes,no,147,1,-1,unknown,
,technician,single,secondary,475,yes,no,538,8,-1,unknown,no
,technician,married,secondary,,no,no,77,9,-1,unknown,no
42,entrepreneur,married,primary,149,no,no,94,2,-1,unknown,
43,technician,married,secondary,3285,yes,no,1721,2,-1,unknown,yes
52,retired,married,secondary,424,no,no,143,1,154,failure,
,blue-collar,single,secondary,79,no,yes,104,1,-1,unknown,
,technician,divorced,tertiary,674,yes,no,587,2,-1,unknown,yes
27,services,married,secondary,,yes,no,1608,13,-1,unknown,yes
43,unemployed,married,tertiary,58,yes,no,48,4,-1,unknown,no
41,technician,married,tertiary,532,yes,no,74,1,-1,unknown,no
72,retired,married,secondary,413,no,no,427,1,-1,unknown,no
,blue-collar,married,primary,422,yes,no,73,1,-1,unknown,no
41,management,married,tertiary,437,yes,no,14,21,-1,unknown,no
36,blue-collar,,primary,-38,yes,no,725,1,-1,unknown,yes
51,housemaid,married,primary,3,yes,no,333,2,-1,unknown,no
37,self-employed,married,tertiary,137,no,no,244,6,-1,unknown,no
42,admin.,single,secondary,-247,yes,yes,519,1,166,other,yes
26,admin.,single,secondary,321,yes,no,242,7,-1,unknown,
23,services,single,secondary,25,yes,no,222,1,-1,unknown,no
50,management,married,tertiary,-47,yes,no,130,2,160,failure,no
37,blue-collar,married,secondary,14,yes,yes,490,1,-1,unknown,no
,management,married,tertiary,2793,no,no,258,2,-1,unknown,no
37,management,married,tertiary,41,no,no,337,2,-1,unknown,no
79,retired,divorced,unknown,2628,no,no,220,7,450,failure,
39,technician,married,secondary,116,no,no,79,2,94,success,
47,services,married,secondary,,yes,no,250,1,-1,unknown,no
44,blue-collar,married,secondary,878,yes,no,130,1,-1,unknown,no
36,management,single,tertiary,2944,no,no,882,8,-1,unknown,yes
33,blue-collar,single,secondary,3975,yes,yes,515,1,150,other,no
42,services,married,secondary,96,yes,no,238,3,340,failure,
,technician,single,tertiary,2288,no,no,32,2,-1,unknown,no
31,blue-collar,married,secondary,472,yes,no,907,2,-1,unknown,
58,services,married,primary,65,no,no,162,1,-1,unknown,no
46,management,married,tertiary,,no,no,70,2,-1,unknown,no
41,admin.,single,secondary,4,yes,no,99,6,-1,unknown,no
58,technician,married,secondary,7495,yes,no,325,1,-1,unknown,no
33,blue-collar,married,secondary,137,no,yes,305,12,-1,unknown,no
31,unemployed,married,secondary,24,yes,no,631,1,-1,unknown,no
55,technician,divorced,secondary,345,no,no,169,1,183,failure,yes
38,technician,single,secondary,311,yes,no,61,2,-1,unknown,no
55,housemaid,married,secondary,139,no,no,256,2,-1,unknown,no
